18|992|17
19|1150|10
19|456|15
19|567|23
19|126|24
19|856|13
19|68|21
19|724|6
19|458|6
19|137|7
19|751|13
19|829|5
19|199|19
20|103|8
20|99|12
20|380|5
20|1244|5
20|945|13
20|224|12
20|94|13
20|904|6
21|794|18
21|216|6
21|840|19
21|667|14
21|898|13
21|111|21
21|164|16
21|1079|13
21|76|22
21|86|22
21|1038|15
21|169|7
21|226|20
21|312|10
21|843|18
21|1117|1
21|245|20
21|14|19
21|113|8
21|225|7
21|306|22
21|141|19
22|103|23
22|1000|5
22|359|14
22|1079|6
22|231|24
22|1036|18
22|456|19
22|1053|5
22|825|21
22|907|21
22|995|10
22|104|11
22|1191|10
22|507|7
22|578|8
22|1092|4
23|1089|3
23|772|7
23|731|11
23|966|14
23|192|15
23|794|18
23|604|18
23|689|7
24|591|22
24|639|7
24|1147|8
24|945|10
24|565|11
25|929|7
25|101|18
25|183|8
25|1137|3
25|1011|24
25|533|19
25|686|13
26|499|19
26|1170|3
27|966|13
27|699|20
27|1146|3
27|865|18
27|1045|11
27|1085|7
27|219|22
27|460|11
27|307|24
27|439|11
27|783|10
27|400|17
27|297|22
27|690|22
27|241|24
27|1150|11
27|1177|10
27|730|22
27|892|19
28|199|10
28|987|16
28|719|11
28|179|7
28|530|15
28|621|13
28|684|6
28|1111|9
28|85|15
28|837|15
28|169|11
29|701|19
29|603|15
29|661|8
29|520|6
29|886|9
29|1216|10
29|272|12
29|435|18
29|24|5
29|236|6
29|81|23
30|127|24
30|993|5
30|501|18
31|827|17
31|666|8
31|902|22
31|570|9
31|189|24
31|782|8
31|183|5
32|664|5
32|836|6
32|967|21
32|21|10
32|1038|27
32|378|17
32|955|12
32|278|5
32|1089|5
32|910|23
32|154|19
33|608|13
33|934|22
33|950|16
33|36|18
33|390|23
33|347|12
33|711|23
33|218|18
33|508|14
33|62|8
34|764|13
34|860|15
34|888|8
34|866|7
34|1101|11
34|799|23
34|1052|14
34|1218|8
34|1051|1
34|904|9
35|365|24
35|314|14
35|660|7
35|753|22
35|851|11
35|1156|13
35|1179|7
35|415|22
36|846|20
36|819|19
36|443|23
36|1164|8
36|353|12
36|633|23
37|1164|16
37|1158|4
37|1197|17
37|1161|3
37|1087|2
37|560|10
37|116|19
37|1034|22
37|293|8
37|180|19
37|80|11
37|320|7
37|849|15
37|478|10
37|585|5
38|375|24
38|480|9
38|157|6
38|283|6
38|751|11
38|518|18
38|482|23
38|475|19
38|158|19
38|1142|5
38|159|14
38|973|16
38|105|14
38|1181|14
38|218|14
38|659|17
39|1231|6
39|297|8
39|528|19
39|505|22
39|1017|5
39|318|19
39|1098|10
39|242|20
39|218|21
39|645|23
39|266|20
39|29|20
39|119|24
39|745|15
39|910|12
39|44|10
39|305|23
39|585|16
39|447|18
39|54|7
39|295|17
40|201|8
40|667|14
40|1236|3
40|610|10
41|734|13
41|1073|2
41|348|18
41|135|12
41|1074|1
41|1013|15
41|591|8
41|61|7
41|354|8
41|275|18
41|321|11
41|412|5
41|446|9
41|882|7
41|101|8
41|493|6
41|331|24
42|384|24
42|426|16
42|1070|3
42|264|16
42|519|18
42|600|14
42|596|18
43|801|7
43|593|11
43|1224|3
43|1173|7
43|1072|14
43|329|23
43|418|12
44|124|12
44|1125|14
44|150|3
44|1252|10
44|377|24
44|1091|12
44|1240|1
44|210|21
44|1130|7
44|1111|11
44|448|19
45|420|20
45|287|9
45|512|12
45|1202|13
45|119|6
45|40|11
45|609|9
45|471|22
45|91|9
45|999|7
45|1032|23
45|326|19
45|822|22
45|1174|11
45|827|7
45|211|23
45|305|16
45|27|8
45|774|20
45|166|20
45|272|5
45|1125|5
45|922|11
46|509|20
46|1180|4
46|736|5
47|341|17
47|524|17
47|1138|3
47|933|20
47|602|7
47|64|6
47|674|10
47|75|8
47|1185|13
48|742|14
48|235|16
48|59|13
48|1117|1
48|780|21
48|527|15
48|977|16
48|549|6
48|282|7
48|458|21
48|520|19
48|1071|18
48|595|23
48|539|9
48|1001|9
49|1013|9
49|1146|3
49|2|5
50|777|21
50|454|21
50|142|22
50|171|22
50|933|11
50|1114|3
50|106|16
50|165|9
50|754|16
50|520|20
50|1125|11
51|1037|22
51|261|23
51|1132|9
51|992|15
51|1252|13
51|922|23
51|1143|11
52|505|23
52|640|17
52|814|19
52|320|22
53|347|10
53|925|16
53|1019|22
53|596|18
53|132|7
53|1191|14
53|1130|6
53|680|9
53|971|12
53|243|9
54|174|11
54|610|22
54|184|18
54|615|24
54|754|23
54|526|22
54|163|13
54|656|12
55|155|22
56|449|6
56|581|17
56|181|22
56|882|21
57|688|12
57|339|18
57|24|10
57|1154|14
57|1093|12
57|734|9
57|30|8
57|1079|3
57|850|10
57|1096|8
57|543|13
57|729|19
57|274|16
57|1112|7
58|402|10
58|487|18
59|340|9
59|986|22
59|948|9
59|318|20
59|543|17
59|623|5
59|161|6
59|803|9
59|834|24
60|478|22
60|513|8
60|1075|10
60|422|13
60|944|24
60|196|7
60|827|20
60|684|16
60|561|21
60|65|7
60|658|9
60|772|21
60|761|18
60|76|14
60|751|22
60|308|15
60|549|15
60|301|20
61|821|8
61|550|15
61|229|8
61|809|7
61|562|20
61|771|5
61|1129|9
61|438|8
61|57|16
61|196|23
61|582|6
61|374|5
61|414|22
61|199|6
61|860|24
61|1236|11
61|238|9
61|290|20
61|1093|6
61|847|24
62|463|21
62|164|10
62|482|24
62|327|11
62|160|12
62|429|19
62|519|9
62|857|10
62|147|13
62|363|16
63|2|8
63|463|22
63|952|24
63|294|17
63|742|15
63|971|8
63|679|7
63|1034|20
63|1015|6
64|1007|24
64|477|7
65|1004|9
65|674|24
65|94|23
65|404|16
65|228|12
65|1228|7
65|1196|12
65|158|12
65|927|16
65|288|8
65|1008|5
66|336|11
66|604|7
66|94|17
66|200|11
66|166|8
66|76|14
66|490|17
66|547|8
66|811|17
67|91|9
67|156|10
67|1195|18
67|710|22
67|171|19
67|859|21
67|191|12
67|217|15
67|1179|2
67|220|13
67|1037|9
67|1160|14
67|65|9
68|8|13
68|1109|6
68|124|16
68|772|6
68|733|22
68|1127|6
68|1226|2
68|926|9
68|1086|14
68|856|15
69|69|13
69|314|17
69|877|10
69|53|15
69|269|23
69|846|24
69|55|20
70|1187|11
70|342|19
70|865|9
71|1199|8
71|855|19
71|1253|2
71|859|21
71|1113|11
71|380|5
72|1207|11
72|272|24
72|1141|4
72|912|19
72|487|5
72|791|19
72|44|12
73|716|11
73|30|12
73|647|18
73|625|6
73|552|17
74|381|7
74|1059|17
74|393|21
74|866|22
74|634|10
74|18|5
74|708|20
74|395|15
74|480|5
74|916|9
74|425|15
74|1051|9
74|1183|3
74|835|8
74|1026|12
74|703|17
74|1142|3
74|524|6
75|350|14
75|719|13
75|760|14
75|1135|4
75|18|6
75|878|14
75|1084|23
75|739|15
75|197|22
75|1249|17
75|918|23
75|306|9
76|733|5
76|1019|15
76|664|5
76|200|24
76|494|14
76|273|18
77|1178|12
77|361|9
77|803|22
77|458|20
77|1135|4
77|191|7
77|385|9
77|644|23
77|1124|12
77|1173|11
77|533|9
77|601|8
77|1148|5
78|1148|14
78|258|16
78|489|18
78|880|22
78|841|20
78|598|12
78|133|23
78|904|13
78|914|8
78|582|18
78|15|24
78|165|26
78|273|19
78|879|15
78|647|11
78|913|5
78|106|8
78|1158|1
78|80|23
78|801|14
79|194|22
79|150|13
79|1248|1
79|50|4
79|493|12
79|172|7
79|942|7
79|174|21
79|17|9
79|1112|8
79|424|11
79|680|13
80|317|20
80|1118|1
80|1166|14
80|620|7
80|417|16
80|768|10
80|844|11
80|497|7
80|358|15
80|710|12
80|28|20
80|359|14
80|180|20
80|847|10
80|595|7
81|812|23
81|571|12
81|967|7
81|260|20
81|424|6
82|2|11
82|696|24
82|165|12
82|458|18
82|751|11
82|1057|4
82|6|7
82|998|17
83|1048|14
83|1229|9
83|1014|17
83|1068|11
83|727|19
83|786|20
83|448|15
83|513|6
83|438|24
83|1026|16
83|844|15
83|1019|6
83|897|11
83|643|6
83|474|12
83|872|5
83|990|6
84|1144|16
84|696|9
84|149|11
85|1047|8
85|660|18
85|465|13
86|494|24
86|1015|17
86|38|8
86|239|23
86|731|21
86|463|22
86|87|10
86|68|14
86|1093|4
86|275|15
86|635|16
86|1214|14
87|127|10
87|980|5
87|471|11
87|359|18
88|830|23
88|268|13
88|392|9
88|1033|13
88|664|22
88|774|14
88|928|16
88|255|27
88|1081|8
88|622|19
88|254|13
88|543|15
88|990|14
88|1240|3
88|705|16
88|280|22
89|364|10
89|889|11
89|641|15
89|621|10
89|1139|2
89|43|11
89|1147|4
89|1233|13
89|748|18
89|1054|16
89|113|13
90|388|10
90|746|19
90|784|16
90|639|10
90|1127|8
90|127|6
90|1093|11
91|726|17
91|131|20
91|998|19
91|740|16
91|889|15
91|1079|7
91|147|4
91|1159|2
92|169|9
92|726|21
92|531|9
92|259|16
92|599|23
92|961|17
92|1095|14
92|55|16
92|536|17
92|690|18
92|357|13
92|751|20
92|1107|7
92|670|8
92|4|17
92|322|7
92|61|14
92|846|22
92|449|9
93|419|19
93|175|21
93|663|18
93|857|17
93|1092|3
93|508|20
93|548|5
93|997|14
93|274|10
93|541|5
93|815|11
93|264|21
93|639|14
93|513|6
93|389|22
93|833|10
94|852|17
94|813|14
94|128|5
94|380|5
94|812|19
94|1208|3
94|1016|13
94|1023|13
94|1036|22
94|585|23
95|722|11
95|647|23
95|946|21
95|300|24
96|45|12
96|429|8
96|176|22
97|928|12
97|604|21
97|906|21
97|544|14
97|1119|22
97|305|22
97|338|19
97|175|5
97|138|15
97|545|18
97|559|13
98|571|8
98|658|8
98|79|6
98|917|15
98|1003|7
99|496|20
99|146|21
99|69|15
100|98|8
100|142|15
100|1142|10
100|146|21
100|62|23
100|1042|13
100|853|18
100|7|11
100|645|10
101|685|18
101|148|7
101|499|12
101|1237|13
101|868|11
102|901|6
102|967|20
102|685|8
102|1052|6
102|348|14
102|948|10
102|401|17
102|115|13
103|795|16
103|410|19
103|1191|9
103|803|14
104|266|19
104|1197|3
104|430|7
104|524|21
104|883|11
104|1091|1
104|1143|7
104|102|14
104|390|6
105|596|11
105|611|17
105|658|5
105|137|9
105|657|16
105|1097|6
105|1044|17
105|952|12
105|230|21
105|87|8
105|633|8
106|331|23
106|353|14
106|897|22
106|719|24
106|1115|9
106|471|12
106|558|19
107|1035|15
107|673|5
107|407|16
107|1017|23
107|1221|7
107|455|16
107|201|7
107|1198|19
107|1012|5
107|652|19
107|796|12
107|727|17
107|386|17
107|485|5
107|567|13
107|487|23
107|1182|10
107|782|24
107|134|23
107|745|20
107|675|8
107|383|15
108|25|10
108|188|9
108|442|10
108|929|16
108|1253|15
108|1011|13
108|743|8
108|306|18
108|694|13
108|1198|2
108|667|10
108|338|14
108|861|20
108|832|14
108|354|22
109|274|14
109|527|11
109|570|12
109|612|15
109|707|21
109|162|12
109|122|9
109|853|21
109|992|6
109|1025|23
109|658|10
110|1112|10
110|1117|4
110|533|14
110|331|24
110|876|11
110|703|17
110|724|15
110|360|23
110|918|20
110|1078|4
110|108|8
110|805|8
110|94|11
110|952|8
110|1129|14
110|1021|11
110|586|17
110|322|10
110|119|12
110|1211|11
110|604|9
110|784|13
111|842|14
111|641|12
111|722|9
111|116|13
111|758|11
111|570|16
111|710|9
111|591|14
111|934|15
111|1195|11
111|652|13
111|1017|17
111|474|10
112|307|20
112|358|21
112|1031|6
112|309|17
112|28|24
112|24|13
112|1|15
112|1027|7
112|1075|4
113|774|6
113|973|20
113|372|16
113|647|13
113|300|24
113|148|7
113|1157|13
113|1|13
113|675|10
113|233|21
113|21|7
113|804|7
114|272|14
114|836|23
114|1086|1
114|1113|11
114|1114|2
115|27|10
115|352|7
115|798|9
116|642|15
116|2|17
116|502|20
116|253|18
116|852|5
116|1001|5
116|656|15
116|73|18
116|1211|14
116|218|13
116|599|6
116|239|19
116|258|15
116|158|12
116|256|19
116|26|15
117|144|11
117|471|15
117|96|6
117|413|11
117|1050|13
117|798|14
117|50|9
117|311|19
117|424|16
117|884|10
117|416|20
117|724|16
117|273|10
117|215|16
117|224|12
117|767|20
117|281|13
117|904|11
117|1125|16
117|385|24
117|1096|5
117|630|24
117|105|14
118|1075|4
118|474|9
118|171|5
119|976|9
119|915|8
119|97|45
119|1111|14
119|1211|5
119|937|7
119|418|12
119|1169|15
119|214|23
119|682|12
119|942|14
119|707|21
119|79|9
119|960|20
119|4|14
120|63|11
120|1198|18
120|569|23
120|618|18
120|908|16
120|1036|18
120|1196|5
120|1140|8
120|754|6
120|1056|13
120|431|11
120|1145|13
120|1093|12
120|620|6
120|1168|3
121|236|10
121|737|19
121|974|14
122|127|19
122|829|11
122|936|13
122|1067|12
123|264|19
123|550|9
123|723|23
123|323|19
123|489|21
123|913|5
123|631|12
123|951|13
124|1190|7
124|846|15
124|28|17
124|21|18
124|920|15
124|830|7
124|1192|4
124|785|10
124|857|7
124|978|14
124|1226|14
124|859|22
124|889|5
124|235|8
125|721|16
125|281|7
126|281|9
126|692|8
126|990|13
126|494|9
126|1238|7
126|332|6
126|130|15
126|1017|11
126|795|12
126|1047|4
126|194|5
126|830|20
126|949|14
126|35|24
126|934|17
127|17|5
127|515|20
127|933|6
127|853|18
127|170|13
128|713|21
128|698|16
128|792|17
128|1036|21
129|974|18
129|9|22
129|131|17
129|1233|13
129|835|8
129|390|21
129|298|17
129|148|12
129|1071|3
129|986|22
130|999|7
130|1228|5
130|1160|4
130|1142|13
130|1180|10
130|98|10
130|8|7
130|15|17
130|112|7
130|1165|5
130|644|16
131|861|16
131|1120|9
131|3|14
131|341|14
131|833|20
131|154|21
131|1114|2
131|1099|19
131|1138|9
131|483|15
131|202|23
131|408|20
131|842|13
131|781|13
131|366|22
131|505|5
131|247|17
131|652|10
132|663|20
132|138|23
132|94|10
132|148|9
132|551|10
132|139|22
132|479|9
132|192|12
133|987|7
133|655|14
133|295|17
133|292|15
133|1199|11
133|411|6
133|36|16
133|1019|8
133|1090|15
133|830|11
133|998|6
134|1121|18
134|91|7
134|645|12
134|989|16
135|988|17
135|168|12
135|660|24
135|355|8
136|78|14
136|1008|17
136|566|23
136|210|19
136|619|14
136|278|15
136|1057|19
136|96|17
136|163|22
137|1119|5
137|663|24
137|938|5
137|1145|4
137|506|23
137|462|7
137|76|19
137|48|9
137|1192|1
138|31|6
138|875|17
138|585|19
138|309|6
138|320|23
138|327|18
138|863|19
138|827|21
138|1128|11
138|944|22
139|370|10
139|80|12
139|480|14
139|772|9
139|824|8
139|450|20
139|581|7
139|507|15
139|1241|5
139|397|14
139|231|24
139|12|12
139|739|10
139|388|19
140|155|15
141|703|11
141|941|5
141|89|3
141|92|15
141|801|21
141|852|11
141|990|11
141|235|13
141|1104|14
141|466|12
141|745|15
141|187|9
141|878|8
141|996|16
141|1212|3
141|246|18
141|1213|2
141|237|9
141|1020|15
141|1075|5
142|109|5
142|328|14
142|975|6
142|591|17
142|240|11
142|1043|12
142|586|9
142|1011|19
142|221|21
142|584|15
142|960|8
142|187|17
142|1229|11
142|1041|17
143|538|5
143|850|17
143|537|20
144|166|5
144|112|24
145|473|2
145|587|14
145|604|10
145|348|12
145|1042|10
145|1109|13
145|851|20
145|544|7
145|354|8
145|1237|9
146|194|15
146|1035|24
146|201|20
146|262|16
146|456|24
147|553|23
147|610|11
147|451|6
147|631|16
147|9|15
147|871|12
147|1157|18
147|1208|2
147|1068|10
148|71|8
148|801|15
148|486|4
148|307|21
148|945|12
148|234|18
148|743|11
148|81|15
148|445|22
148|773|5
148|328|20
149|796|8
149|66|14
149|983|6
149|284|16
150|74|15
150|163|5
150|1247|8
150|652|9
150|973|17
150|280|13
150|443|11
150|173|14
150|257|10
150|342|11
150|1222|12
150|688|15
150|963|22
150|1|18
150|1079|1
151|1071|17
151|1213|3
151|166|10
151|25|5
151|174|13
151|1057|10
151|907|5
152|838|20
152|813|15
152|407|11
152|831|14
152|644|12
152|860|14
152|142|20
152|38|15
152|886|23
152|839|19
152|143|8
152|984|11
153|422|7
153|395|12
153|1205|13
153|1106|1
153|1235|3
153|565|7
153|44|17
153|404|19
153|1226|8
153|791|18
153|168|13
154|529|9
154|618|24
154|412|19
154|362|24
154|709|19
154|1202|3
154|945|7
155|711|8
155|370|24
155|776|15
155|437|6
155|879|17
156|42|21
156|611|10
156|1165|8
157|107|18
157|610|22
157|141|9
157|515|21
157|161|19
157|460|10
157|35|6
157|849|16
158|1194|13
158|113|22
158|1247|13
158|916|14
158|1197|14
158|425|5
158|1126|8
158|362|17
158|1064|10
159|54|19
159|609|7
159|1067|1
159|104|18
159|915|24
159|401|11
159|525|5
159|902|23
159|100|16
159|1031|7
159|1184|3
159|782|22
159|372|5
160|1194|18
160|1051|5
160|294|15
160|47|17
161|1004|22
161|957|11
162|1120|4
162|886|20
162|752|20
162|450|9
162|176|17
162|526|15
162|122|24
162|1180|13
162|186|24
162|632|10
162|255|12
162|352|20
163|1188|15
163|488|6
163|181|24
163|277|9
163|718|15
163|668|20
163|725|17
163|1085|11
163|901|7
163|190|7
163|714|18
163|457|16
163|788|12
163|727|15
163|786|8
163|1123|13
163|105|14
163|438|23
163|591|17
163|479|8
163|600|12
163|1121|16
163|1078|13
164|276|13
164|764|14
165|124|6
165|458|7
165|148|10
166|795|13
166|1232|13
166|1148|12
166|941|6
166|967|19
166|1155|5
166|120|20
166|76|12
166|294|11
166|1058|7
166|1181|11
166|223|5
167|944|23
167|397|14
167|302|17
167|902|16
167|94|11
167|857|24
167|1038|19
167|517|21
167|1164|5
167|96|24
168|131|12
168|741|17
168|774|14
168|1140|2
168|605|10
168|343|23
168|378|18
168|1197|2
169|8|19
170|732|23
170|233|18
170|340|12
170|1120|13
170|612|7
170|169|12
170|243|13
170|876|7
170|961|14
170|343|8
170|995|9
170|428|21
170|1170|12
170|241|11
170|675|13
170|615|16
170|253|14
170|333|14
170|547|6
170|121|11
170|1019|8
170|526|7
170|180|6
171|163|12
171|787|20
171|298|17
171|572|8
171|1050|2
171|683|11
171|992|16
171|747|22
171|1205|18
171|75|24
171|55|19
171|360|8
171|495|14
171|238|17
172|376|8
173|1082|2
173|338|14
173|400|16
173|326|23
173|960|12
173|123|3
173|440|10
173|698|10
173|258|10
173|714|23
173|919|23
173|1194|11
174|327|17
174|816|14
174|1004|24
174|651|8
175|26|12
175|974|13
175|539|20
176|795|7
176|498|20
176|1049|8
176|167|16
176|219|19
176|977|16
176|742|18
176|424|15
176|566|18
176|819|13
176|910|22
176|1223|7
176|360|21
176|1168|3
176|511|13
176|1017|20
176|470|8
176|1069|3
176|1224|6
176|22|23
176|484|24
177|1052|4
177|583|18
177|1244|1
177|1056|18
177|1119|18
178|1024|11
178|163|24
178|315|20
178|619|16
178|64|15
178|1027|6
178|1131|4
178|993|16
178|86|16
178|922|19
179|744|5
179|980|23
179|819|21
179|461|8
179|405|6
179|940|18
179|547|5
179|1073|12
179|347|21
180|1199|3
180|980|10
180|223|15
180|669|5
180|600|8
180|1212|3
180|938|21
180|1176|9
180|13|4
180|1108|14
180|302|23
180|726|20
180|1185|11
180|1164|2
180|168|11
180|667|6
180|88|10
180|863|17
180|325|16
180|929|15
180|634|15
181|359|16
181|1157|13
181|218|17
181|776|6
181|1120|9
181|404|20
181|167|22
181|1252|10
182|238|11
182|758|12
182|600|5
182|474|12
182|797|5
182|916|21
182|393|8
182|254|8
182|533|23
182|812|24
182|881|19
182|265|17
183|812|13
183|419|22
184|555|17
184|142|8
184|178|20
184|251|16
184|1161|7
184|457|16
184|727|24
184|121|11
184|1093|7
184|44|19
184|577|10
185|599|5
185|757|17
185|682|7
185|483|7
186|1214|11
186|164|21
186|272|17
186|1030|11
186|60|14
186|871|22
186|866|16
186|1171|1
186|703|14
187|561|9
187|1019|11
187|545|14
187|800|10
187|843|21
187|226|24
187|1174|4
187|641|9
187|137|20
187|19|13
187|977|6
187|142|5
187|1252|5
187|923|24
187|753|8
188|372|6
188|181|16
188|239|11
188|1054|18
188|399|11
188|1072|12
188|815|16
188|1123|3
189|1062|11
189|315|23
189|207|12
189|544|15
189|1031|21
189|1065|18
189|718|23
189|373|22
189|212|16
189|242|6
189|900|9
189|823|15
189|496|10
189|176|11
189|809|8
189|859|9
189|707|5
189|431|8
189|456|8
189|583|17
190|480|19
190|146|17
190|433|9
190|615|5
191|981|20
191|871|18
191|952|17
191|150|16
191|1206|13
191|103|24
191|1118|1
191|412|6
191|254|8
191|908|24
191|1028|24
191|856|11
191|327|15
191|1143|4
191|60|24
191|1130|9
191|213|7
191|639|5
192|439|7
192|82|20
192|135|16
192|307|6
192|796|6
192|224|6
192|88|9
192|436|5
192|742|13
192|65|24
193|200|24
193|538|12
193|422|20
194|681|19
194|901|24
194|329|10
194|291|18
194|837|16
194|179|8
194|1039|24
194|1140|11
195|268|22
195|639|14
195|1054|18
195|1138|14
195|857|21
195|819|18
195|780|6
195|734|21
195|1064|1
195|769|12
195|807|11
195|949|11
195|424|22
195|806|12
195|451|10
195|1156|16
195|774|23
195|164|17
195|545|18
195|1139|3
195|706|11
196|453|10
196|776|23
196|285|5
197|402|16
197|763|13
197|154|9
197|977|8
197|57|17
197|888|6
197|1087|7
197|1059|3
197|697|18
197|732|8
197|148|17
197|94|19
197|961|10
197|997|21
197|1082|10
197|1004|11
197|1187|14
197|1016|5
197|109|23
198|840|6
199|1012|16
199|390|7
199|277|17
199|1037|8
199|249|7
199|1060|14
199|460|8
199|620|17
199|586|13
199|328|21
199|474|8
199|1030|7
199|98|17
199|102|10
199|501|17
199|247|10
199|1215|10
199|123|7
200|1219|2
200|632|7
200|608|21
200|1092|5
200|423|20
200|1133|13
200|549|15
200|1022|14
200|1223|19
200|635|8
200|360|14
201|630|16
201|421|13
201|928|12
201|144|5
201|286|5
201|388|24
201|392|8
201|207|11
201|526|18
201|1090|14
201|872|5
201|778|18
201|256|5
201|853|13
201|813|14
201|1253|15
202|88|16
202|782|5
202|1127|7
202|1177|8
202|632|6
202|980|22
202|53|16
202|10|12
202|242|23
202|964|12
202|350|15
202|216|5
202|1221|19
202|367|10
202|1174|13
202|383|10
202|448|21
202|1205|3
203|123|4
203|36|11
203|1160|5
203|21|8
203|440|3
203|609|14
203|741|5
203|412|24
203|777|7
204|911|14
204|655|16
204|123|2
204|813|12
204|605|23
204|53|20
204|462|17
205|239|21
205|252|21
205|1039|7
205|758|20
205|1126|11
205|1034|11
206|1155|2
206|935|14
206|239|13
206|1161|9
206|228|19
207|638|19
207|706|13
207|695|19
207|354|15
207|241|24
207|1155|10
207|283|10
207|676|6
207|651|13
207|1034|21
207|190|5
207|1216|6
207|1007|22
207|1160|7
207|983|7
207|123|13
207|576|13
208|605|17
208|115|13
208|738|14
208|1248|3
208|842|15
208|375|24
209|326|20
209|426|8
209|348|20
210|1024|9
210|708|7
210|887|15
210|1209|2
210|1179|3
210|320|7
210|1237|13
210|1008|6
210|1026|13
211|464|3
211|148|15
211|621|8
211|716|10
211|61|10
211|628|14
211|487|20
211|884|12
211|57|24
211|183|15
211|966|9
211|378|11
211|1066|11
211|1096|7
211|516|6
211|429|5
211|138|16
211|461|22
211|391|19
211|395|8
211|126|23
211|360|6
212|550|24
212|766|11
212|868|7
212|168|7
212|707|15
212|903|8
212|765|7
212|124|11
212|300|15
212|441|24
212|229|10
212|408|15
212|1095|13
212|829|12
212|548|23
212|235|14
212|874|6
213|349|24
213|532|24
213|614|24
213|983|12
213|1244|13
214|200|14
214|1153|8
214|586|7
214|459|6
215|771|23
215|463|7
215|812|16
215|407|17
215|608|8
215|258|5
215|121|14
215|528|9
215|578|16
215|347|23
215|848|16
215|28|20
216|38|15
216|1018|21
216|576|14
217|349|9
217|1129|10
217|842|5
217|880|12
217|485|13
217|231|15
217|700|10
217|1223|15
217|325|10
217|459|14
217|612|19
217|351|8
217|37|16
217|651|14
217|372|20
218|35|15
218|387|13
218|577|17
218|162|12
219|423|24
219|724|24
219|98|11
219|653|22
219|558|24
219|220|20
219|1064|13
219|887|7
219|86|24
219|428|10
219|1192|2
219|723|21
219|117|13
219|789|31
219|741|5
219|321|23
219|637|7
220|512|8
220|24|23
220|55|6
220|874|13
221|113|13
221|770|9
221|165|16
221|628|22
221|1182|11
221|28|18
221|260|13
221|612|17
221|174|10
221|512|19
221|87|12
221|867|22
221|365|17
221|1110|6
221|518|12
221|271|15
221|1206|5
221|1185|5
221|456|23
222|976|16
222|958|23
222|12|13
222|251|6
222|1175|8
222|1042|7
222|59|23
222|137|5
222|266|14
222|558|21
223|363|20
223|928|18
223|1192|2
223|449|11
223|233|16
223|180|23
223|682|16
223|368|20
223|1044|12
223|327|8
224|342|11
224|283|13
225|1240|3
225|656|23
225|808|8
225|198|10
225|548|20
225|3|8
226|743|19
226|1102|3
226|1245|8
226|193|19
226|214|22
226|46|8
226|860|10
226|851|22
226|915|17
226|407|15
227|1215|22
227|103|23
227|401|5
228|274|16
228|269|7
228|313|6
228|832|17
228|911|5
228|414|5
228|121|5
229|521|21
229|710|20
229|526|18
230|726|5
230|915|5
230|1224|4
230|52|12
230|788|22
230|770|18
230|674|16
230|462|20
230|976|17
230|693|22
230|1077|4
230|439|11
230|780|16
231|254|15
231|859|16
231|185|6
231|1080|7
231|1019|18
231|54|11
231|1097|14
231|136|21
231|816|24
231|640|12
231|993|16
231|315|17
